indice_tiempo,rem_ipc_nac_var_mensual_t,rem_ipc_nac_var_mensual_t_1,rem_ipc_nac_var_mensual_t_2,rem_ipc_nac_var_mensual_t_3,rem_ipc_nac_var_mensual_t_4,rem_ipc_nac_var_mensual_t_5,rem_ipc_nac_var_mensual_t_6,rem_ipc_nac_var_ia_t_12,rem_ipc__nac_var_ia_t_24,rem_ipc_nac_var_ia_2016,rem_ipc_nac_var_ia_2017,rem_ipc_nac_var_ia_2018,rem_ipc_nac_var_ia_2019,rem_ipc_nac_var_ia_2020,rem_ipc_nac_var_ia_2021,rem_ipc_nac_var_ia_2022,rem_ipc_nac_var_ia_2023,rem_ipc_nac_var_ia_2024,rem_ipc_nac_nucleo_var_mensual_t,rem_ipc_nac_nucleo_var_mensual_t_1,rem_ipc_nac_nucleo_var_mensual_t_2,rem_ipc_nac_nucleo_var_mensual_t_3,rem_ipc_nac_nucleo_var_mensual_t_4,rem_ipc_nac_nucleo_var_mensual_t_5,rem_ipc_nac_nucleo_var_mensual_t_6,rem_ipc_nac_nucleo_var_ia_t_12,rem_ipc__nac_nucleo_var_ia_t_24,rem_ipc_nac_nucleo_var_ia_2017,rem_ipc_nac_nucleo_var_ia_2018,rem_ipc_nac_nucleo_var_ia_2019,rem_ipc_nac_nucleo_var_ia_2020,rem_ipc_nac_nucleo_var_ia_2021,rem_ipc_nac_nucleo_var_ia_2022,rem_ipc_nac_nucleo_var_ia_2023,rem_ipc_nac_nucleo_var_ia_2024,rem_ipc_gba_var_mensual_t_1,rem_ipc_gba_var_mensual_t_2,rem_ipc_gba_var_mensual_t_3,rem_ipc_gba_var_mensual_t_4,rem_ipc_gba_var_mensual_t_5,rem_ipc_gba_var_mensual_t_6,rem_ipc_gba_var_ia_t_12,rem_ipc__gba_var_ia_t_24,rem_ipc_gba_var_ia_2016,rem_ipc_gba_var_ia_2017,rem_ipc_gba_var_ia_2018,rem_ipc_gba_var_ia_2019,rem_ipc_gba_nucleo_var_mensual_t_1,rem_ipc_gba_nucleo_var_mensual_t_2,rem_ipc_gba_nucleo_var_mensual_t_3,rem_ipc_gba_nucleo_var_mensual_t_4,rem_ipc_gba_nucleo_var_mensual_t_5,rem_ipc_gba_nucleo_var_mensual_t_6,rem_ipc_gba_nucleo_var_ia_t_12,rem_ipc__gba_nucleo_var_ia_t_24,rem_ipc_gba_nucleo_var_ia_2016,rem_ipc_gba_nucleo_var_ia_2017,rem_ipc_gba_nucleo_var_ia_2018,rem_ipc_gba_nucleo_var_ia_2019,rem_tasa_politica_var_mensual_t_1,rem_tasa_politica_var_mensual_t_2,rem_tasa_politica_var_mensual_t_3,rem_tasa_politica_var_mensual_t_4,rem_tasa_politica_var_mensual_t_5,rem_tasa_politica_var_mensual_t_6,rem_tasa_politica_var_ia_t_12,rem_tasa_politica_var_ia_2016,rem_tasa_politica_var_ia_2017,rem_tasa_politica_var_ia_2018,rem_tasa_politica_var_ia_2019,rem_tasa_politica_var_ia_2020,rem_tasa_politica_var_ia_2021,rem_tasa_politica_var_ia_2022,rem_tasa_politica_var_ia_2023,rem_tcn_var_mensual_t_1,rem_tcn_var_mensual_t_2,rem_tcn_var_mensual_t_3,rem_tcn_var_mensual_t_4,rem_tcn_var_mensual_t_5,rem_tcn_var_mensual_t_6,rem_tcn_var_ia_t_12,rem_tcn_var_ia_2016,rem_tcn_var_ia_2017,rem_tcn_var_ia_2018,rem_tcn_var_ia_2019,rem_tcn_var_ia_2020,rem_tcn_var_ia_2021,rem_tcn_var_ia_2022,rem_tcn_var_ia_2023,rem_resultado_primario_spnf_var_ia_2016,rem_resultado_primario_spnf_var_ia_2017,rem_resultado_primario_spnf_var_ia_2018,rem_resultado_primario_spnf_var_ia_2019,rem_resultado_primario_spnf_var_ia_2020,rem_resultado_primario_spnf_var_ia_2021,rem_resultado_primario_spnf_var_ia_2022,rem_resultado_primario_spnf_var_ia_2023,rem_pib_var_trimestral_t,rem_pib_var_trimestral_t_1,rem_pib_var_trimestral_t_2,rem_pib_var_ia_2016,rem_pib_var_ia_2017,rem_pib_var_ia_2018,rem_pib_var_ia_2019,rem_pib_var_ia_2020,rem_pib_var_ia_2021,rem_pib_var_ia_2022,rem_pib_var_ia_2023,rem_pib_var_ia_2024,rem_expo_mensual_t,rem_expo_mensual_t_1,rem_expo_mensual_t_2,rem_expo_mensual_t_3,rem_expo_mensual_t_4,rem_expo_mensual_t_5,rem_expo_mensual_t_6,rem_expo_anual_2021,rem_expo_anual_2022,rem_expo_anual_2023,rem_impo_mensual_t,rem_impo_mensual_t_1,rem_impo_mensual_t_2,rem_impo_mensual_t_3,rem_impo_mensual_t_4,rem_impo_mensual_t_5,rem_impo_mensual_t_6,rem_impo_anual_2021,rem_impo_anual_2022,rem_impo_anual_2023,rem_desocupacion_t,rem_desocupacion_t_1,rem_desocupacion_t_2,rem_desocupacion_4t_2021,rem_desocupacion_4t_2022,rem_desocupacion_4t_2023
2018-05-01,,0.024,0.02,0.01755,0.016,0.017,0.015,0.2224,0.16649999999999998,,,0.271,0.1895,0.14,,,,,,0.022000000000000002,0.019,0.017,0.015,0.015,0.013999999999999999,0.207,0.153,,0.251,0.17800000000000002,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.38,0.36,0.345,0.33,0.32,0.27,,,0.3,0.2325,,,,,25.09,25.5,25.9,26.3,26.65,27.0,29.24,,,27.39,31.84,,,,,,,-355.0,-305.8,,,,,-0.0095,-0.00385,,,,0.013000000000000001,0.022000000000000002,0.027999999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-01,,0.025,0.021,0.018000000000000002,0.02,0.017,0.0179,0.2415,0.175,,,0.3,0.2015,0.15,,,,,,0.025,0.021,0.019,0.0177,0.016,0.015,0.225,0.1615,,0.282,0.184,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.38,0.37,0.35,0.35,0.33,0.28,,,0.33,0.24875,,,,,28.5,28.9,29.14,29.5,30.0,30.3,32.9,,,30.3,36.0,,,,,,,-360.0,-234.9,,,,,,-0.007,0.00115,,,0.005,0.0155,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-01,,0.024,0.02,0.02,0.018,0.018,0.018,0.237,0.171,,,0.318,0.206,0.15025,,,,,,0.022,0.02,0.018,0.016,0.016,0.016,0.22,0.157,,0.305,0.19005,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.39,0.38,0.3675,0.35,0.35,0.295,,,0.35,0.255,,,,,28.1,28.66,29.2,29.8,30.5,31.0,33.485,,,30.5,36.0,,,,,,,-360.0,-243.0,,,,,-0.006,0.001,,,,-0.00275,0.015,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-01,,0.04,0.035,0.0274,0.024849999999999997,0.0203,0.02,0.315,0.212,,,0.40299999999999997,0.253,0.18899999999999997,,,,,,0.042,0.032,0.026000000000000002,0.024,0.02,0.02,0.30975,0.20199999999999999,,0.405,0.245,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.6,0.6,0.55,0.5,0.395,,,0.6,0.32,,,,,39.7,40.0,41.105,41.9,42.5,42.765,46.67,,,41.9,50.0,,,,,,,-356.0,-213.0,,,,,-0.015,-0.005,,,,-0.018500000000000003,0.005,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-01,,0.04,0.03,0.02725,0.0245,0.023,0.024,0.319,0.203,,,0.44780000000000003,0.27,0.19,,,,,,0.038,0.03,0.025,0.023,0.022000000000000002,0.022000000000000002,0.301,0.195,,0.44,0.259,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.65,0.6,0.58,0.55,0.5185,0.4,,,0.6,0.35,,,,,41.0,42.0,43.0,43.6,44.1,44.85,48.2,,,43.0,50.4,,,,,,,-360.0,0.0,,,,,,-0.01,0.0,,,-0.025,-0.005,0.022000000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-01,,0.031,0.02825,0.025,0.025,0.024,0.022000000000000002,0.306,0.2005,,,0.4746,0.2775,0.19640000000000002,,,,,,0.032,0.03,0.025,0.022000000000000002,0.022000000000000002,0.02,0.294,0.1955,,0.48,0.268,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,0.65,0.62,0.58,0.55,0.515,0.4,,,0.65,0.35,,,,,37.975,39.2549999999999,40.15,41.135,41.82,42.44,47.17,,,39.2549999999999,48.9,,,,,,,-357.83,0.0,,,,,-0.019,0.0,,,,-0.023849999999999996,-0.01,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01,,0.0274,0.025,0.023,0.023,0.022000000000000002,0.02,0.28625,0.1931,,,0.475,0.275,0.19149999999999998,,,,,,0.027000000000000003,0.024,0.022000000000000002,0.022000000000000002,0.02,0.0192499999999999,0.271,0.1886,,0.47200000000000003,0.257,0.1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.5565,0.536,0.51,0.48125,0.46375,0.3675,,,0.6,0.35,,,,,39.0,39.92,40.57,41.435,42.0,42.67,47.7,,,39.0,48.5,,,,,,,-356.195,0.0,,,,,-0.017,0.0,,,,-0.02375,-0.0115,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-01,,0.0255,0.02405,0.024,0.023250000000000003,0.022000000000000002,0.02,0.2865,0.1985,,,,0.2865,0.1985,0.15,,,,,0.024,0.02275,0.022250000000000002,0.02,0.02,0.02,0.2685,0.182,,,0.2685,0.182,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56985,0.5459,0.5205,0.5,0.478,0.45649999999999996,0.37975000000000003,,,,0.37975000000000003,0.245,,,,39.2699999999999,40.0,40.84,41.5,42.57,43.7,48.3499999999999,,,,48.3499999999999,55.85,,,,,,,-39.7,170.0,,,,,0.0,0.015,,,,-0.012,0.025,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,0.025,0.026000000000000002,0.025,0.024900000000000002,0.022000000000000002,0.02025,0.02,0.285,0.19,,,,0.29,0.195,0.15,,,,0.024,0.023,0.0226,0.022000000000000002,0.021,0.02,0.019,0.2615,0.18350000000000002,,,0.27,0.185,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.528,0.5075999999999999,0.48125,0.46799999999999997,0.449,0.43325,0.36,,,,0.37,0.25,,,,38.29,39.3,40.14,41.015,42.0,43.04,48.38,,,,48.0,55.5,,,,,,,-5.58,190.0,,,,0.0,0.015,,,,,-0.012,0.025,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,0.035,0.03,0.027000000000000003,0.0234999999999999,0.022000000000000002,0.02,0.02,0.29,0.193,,,,0.319,0.203,0.15,,,,0.032,0.027,0.025,0.023,0.021,0.02,0.02,0.272,0.186,,,0.301,0.191,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.471,0.455,0.4435,0.43,0.425,0.35,,,,0.37,0.25,,,,39.5,40.5,41.1,42.0,43.0,44.4,49.3,,,,48.0,56.4,,,,,,,-38.5,170.5,,,,0.0,0.015,,,,,-0.013,0.025,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,0.038,0.0345,0.0275,0.024,0.021,0.02045,0.02,0.307,0.21,,,,0.36,0.23,0.16,,,,0.036,0.033,0.027000000000000003,0.024,0.021,0.02,0.02,0.299,0.2045,,,0.3505,0.22,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.6154999999999999,0.6,0.565,0.5625,0.55,0.4,,,,0.45,0.29,,,,43.2,44.0,45.0,46.23,47.5,48.7249999999999,52.68,,,,50.0,60.0,,,,,,,-80.0,138.57,,,,0.003,0.01,0.005,,,,-0.012,0.024,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,0.04,0.032,0.027000000000000003,0.024,0.022000000000000002,0.0215,0.022000000000000002,0.314,0.23,,,,0.4,0.252,0.19,,,,0.04,0.032,0.027000000000000003,0.025,0.023,0.021,0.021,0.31,0.222,,,0.401,0.2425,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.6729999999999999,0.65,0.64,0.629,0.613,0.45,,,,0.5,0.34600000000000003,,,,44.66,45.6,46.7,47.9,48.99,50.39,54.6,,,,51.2,61.7,,,,,,,-95.55,141.0,,,,0.004,0.008,0.003,,,,-0.013000000000000001,0.0216,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,0.03,0.027,0.025,0.023,0.023,0.022,0.021,0.31,0.226,,,,0.403,0.261,0.191,,,,0.03,0.027,0.025,0.024,0.023,0.022,0.021,0.306,0.222,,,0.405,0.248,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.679,0.662,0.64,0.63,0.6,0.443,,,,0.55,0.35,,,,45.8,46.9,48.0,49.0,50.0,50.48,55.5,,,,51.0,62.0,,,,,,,-100.0,123.0,,,,-0.002,0.01,0.004,,,,-0.015,0.02,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-01,0.026,0.025,0.0236642035981572,0.023,0.022000000000000002,0.021,0.022000000000000002,0.3,0.22085,,,,0.4,0.27,0.2,,,,0.026,0.025,0.0245,0.023,0.023,0.022000000000000002,0.022000000000000002,0.306,0.22,,,0.4154,0.26,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6164875,0.6104999999999999,0.6,0.6,0.57,0.55,0.42450000000000004,,,,0.55,0.35,,,,44.1,46.0,47.5,48.77889208703,49.7,50.175,55.0,,,,50.175,61.05,,,,,,,-101.435499999999,130.0,,,,0.007,0.005,0.00448,,,,-0.013999999999999999,0.022000000000000002,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,0.024,0.023828979326217,0.023,0.0225,0.0212674231618645,0.022000000000000002,0.0221834946893873,0.302,0.22699999999999998,,,,0.400218418960724,0.28,0.2,,,,0.024,0.024,0.023,0.0225,0.022000000000000002,0.022000000000000002,0.021,0.29,0.22,,,0.414,0.265,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.597,0.58,0.5710000000000001,0.56,0.53,0.5,0.411403614478413,,,,0.53,0.35,,,,44.9,46.25,48.0,49.0,50.0,50.97,56.0,,,,50.0,60.8,,,,,,,-101.4605,132.5,,,,0.005,0.005,0.005,,,,-0.014499999999999999,0.02,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,0.043,0.0582,0.043,0.035,0.034,0.0313628998887108,0.03,0.483,0.3,,,,0.55,0.38,0.283,,,,0.05,0.065,0.045,0.035,0.035,0.031200000000000002,0.031,0.483,0.309,,,0.576,0.375,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.79,0.76,0.73155,0.6866240012406941,0.6465000000000001,0.5,,,,0.7316,0.42,,,,60.0,62.8,65.065,66.7,68.3,70.0,80.0,,,,66.7,87.1,,,,,,,-142.6,-114.5,,,,-0.002,-0.007,-0.007,,,,-0.025,-0.011,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,0.058,0.0442244784530033,0.04,0.036000000000000004,0.035,0.033,0.033,0.48,0.305,,,,0.5489999999999999,0.4045,0.28800000000000003,,,,0.063,0.045,0.03825,0.039,0.035,0.034,0.032,0.48,0.29100000000000004,,,0.5775,0.397,0.26899999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.76,0.73,0.68,0.65,0.6125,0.48,,,,0.73,0.425,,,,59.3,62.0,65.0,67.2,69.6075001643722,71.4040657197087,82.2,,,,65.0,88.0,,,,,,,-162.5,-100.0,,,,-0.006999999999999999,-0.011000000000000001,-0.005,,,,-0.0285,-0.015,0.0160176274672859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,0.042,0.040999999999999995,0.04,0.03947212366203938,0.0345,0.03395,0.032,0.48200000000000004,0.3,,,,0.556,0.42869999999999997,0.2905,,,,0.045,0.044000000000000004,0.042,0.04,0.03563,0.03419366617129427,0.032,0.475,0.29,,,0.595,0.425,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.6,0.561,0.53,0.5,0.488,0.40299999999999997,,,,0.6,0.3995,,,,61.08,65.0,67.536,69.554,71.398,73.0,83.01568808372755,,,,65.0,87.35,,,,,,,-177.086,-150.0,,,,-0.006,-0.013999999999999999,-0.005,,,,-0.03,-0.017,0.01551764920185761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-01,0.041,0.043,0.037623679705204395,0.034,0.035,0.033,0.03,0.456,0.305,,,,0.5455,0.4295,0.3,,,,0.042,0.043,0.04,0.03604320214175677,0.035,0.033,0.03,0.46,0.3094155410706053,,,0.581,0.441,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.55,0.5225,0.49,0.48,0.46049999999999996,0.4,,,,0.59,0.4,,,,63.0,64.55,66.9,69.0,71.0,73.0,82.5,,,,63.0,85.9,,,,,,,-173.75,-200.0,,,,0.0034999999999999996,-0.019946309619565217,-0.006,,,,-0.027999999999999997,-0.017,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-01,0.041,0.038,0.0329350992568902,0.033,0.032,0.03,0.027999999999999997,0.42200000000000004,0.301,,,,,0.42200000000000004,0.301,0.255,,,0.042,0.039,0.03447199700662096,0.033,0.031,0.028999999999999998,0.027000000000000003,0.42700000000000005,0.315,,,,0.42700000000000005,0.315,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5275,0.5,0.48,0.4535,0.44,0.43,0.37,,,,0.37,0.28,,,,61.65000000000001,63.1,64.75,66.0,67.0,68.55,80.5,,,,,80.5,98.5,,,,,,,-164.7,-91.632,,,-0.01,-0.006999999999999999,-0.0005,,,,,-0.016,0.0126085005177116,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,0.035,0.03,0.030399499116656334,0.03,0.028999999999999998,0.0285,0.028999999999999998,0.4004381767583509,0.317,,,,,0.41650000000000015,0.3125,0.2545,,,0.036,0.032,0.0311,0.03,0.028999999999999998,0.0285,0.028999999999999998,0.409,0.311,,,,0.4215,0.318,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33650000000000013,0.3296875,0.32164583333333335,0.3135,0.3075,0.3,0.28725,,,,,0.28,0.244,,,61.27,62.89,64.10251933096785,65.55271070410001,67.37227847170251,68.7,80.45,,,,,78.685,99.02000000000001,,,,,,,-141.476,-45.0,,,-0.006999999999999999,-0.005,-0.001,,,,,-0.015,0.017,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,0.025,0.028999999999999998,0.027999999999999997,0.027000000000000003,0.0273,0.03,0.03,0.39899999999999997,0.3,,,,,0.4,0.305,0.27,,,0.025,0.028999999999999998,0.028999999999999998,0.027999999999999997,0.027000000000000003,0.028999999999999998,0.028999999999999998,0.3895,0.30597446470793943,,,,0.39299999999999996,0.3149520977063931,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,0.308,0.3015,0.3,0.3,0.29760000000000003,0.29100000000000004,0.2746685252978035,,,,,0.27699999999999997,0.247,,,63.1024,64.65158817,65.995,68.0,69.6,71.33080659609092,83.0,,,,,78.91619895473153,97.3,,,,,,,-135.3,-117.5,,,-0.008,-0.005,-0.002,,,,,-0.01204798335469004,0.017,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,0.026,0.027999999999999997,0.02650000000000001,0.02849999999999996,0.03,0.029500000000000002,0.03101643302483419,0.395,0.3245,,,,,0.3997,0.33,0.27149999999999996,,,0.026,0.031,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.03,0.03,0.415,0.325,,,,0.43,0.332,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27704999999999996,0.27105,0.2705,0.26895,0.2705,0.266,0.25,,,,,0.2583,0.24,,,65.45,67.3,69.5,71.3,73.5,75.6122152039026,88.0,,,,,83.13,107.7,,,,,,,-696.0,-500.0,,,-0.016,-0.049,0.006999999999999999,,,,,-0.043,0.029500000000000002,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,0.023,0.025,0.028399999999999998,0.031,0.033,0.0355,0.036000000000000004,0.48976630930426734,0.364,,,,,0.444,0.3995,0.325,,,0.024,0.0255,0.0285,0.0325,0.03325,0.0345,0.036000000000000004,0.499,0.32,,,,0.46,0.3841239878582238,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204,0.21899999999999997,0.22399999999999998,0.23,0.237,0.2367303939688559,0.248,,,,,0.25,0.245,,,68.0,70.2,72.4,74.8,77.34158196109948,80.0,96.14,,,,,85.36215086017279,120.11,,,,,,,-1383.919402176701,-1117.0,,,-0.02,-0.09,0.02,,,,,-0.07,0.038,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,0.017,0.023,0.029500000000000002,0.0325,0.037000000000000005,0.04,0.0393,0.51,0.374,,,,,0.4325,0.41099999999999987,0.3475,,,0.02,0.023,0.03175,0.034,0.0375,0.037699999999999914,0.038,0.51295,0.37,,,,0.451,0.40703194033199586,0.3414410675641632,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2843339255083829,0.3,0.297,0.29350000000000004,0.3,0.29614999999999997,0.284,,,,,0.292,0.27699999999999997,,,70.23834173144098,72.55,76.0,79.0,81.92361111111111,85.0,104.05,,,,,88.47123081965051,122.4,,,,,,,-1647.0,-1145.5,,,-0.048,-0.12,0.05,,,,,-0.09449999999999999,0.0453719520673859,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,0.02,0.025,0.03,0.03600000000000001,0.04,0.04,0.042,0.525,0.415,,,,,0.40700000000000003,0.446,0.35100000000000003,,,0.02,0.0255,0.03188706409988483,0.03757810401381898,0.03925,0.04050000000000001,0.042249999999999996,0.5155,0.401,,,,0.431,0.434,0.35100000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.301,0.308,0.308,0.304,,,,,0.308,0.3,,,72.0,74.77,77.75,81.6,84.9,88.0,105.32,,,,,88.0,122.5,,,,,,,-1746.0,-1320.0,,,-0.1652407894644487,0.069,0.06077450499999999,,,,,-0.12,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,0.024,0.03,0.035,0.038,0.04,0.04,0.04,0.519,0.3834999999999999,,,,,0.395,0.46649999999999997,0.3544634650075204,,,0.025,0.03150000000000001,0.035,0.039,0.038,0.043,0.04,0.516,0.392,,,,0.42,0.45,0.36200000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.306,0.324,0.325,0.33,0.33030000000000004,0.33030000000000004,0.33,,,,,0.33030000000000004,0.3209999999999999,,,73.71,76.455,79.9,82.05,86.44341330837264,89.0,105.1,,,,,86.44341330837264,123.24,,,,,,,-2000.0,-1416.5,,,-0.17,0.08,0.06,,,,,-0.1250706196325858,0.0555,0.02422885828005371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,0.027,0.033,0.037,0.038,0.042,0.041,0.038,0.512,0.39,,,,,0.378,0.471,0.355,,,0.03,0.035,0.038,0.039,0.043,0.042,0.041,0.52,0.394,,,,0.412,0.459,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301,0.316,0.32,0.33,0.33,0.33,0.33,,,,,0.329,0.33,,,75.7,78.5,81.2,84.25,87.65,90.97,108.1,,,,,84.25,122.0,,,,,,,-2000.0,-1500.0,,,-0.166,0.087,0.051,,,,,-0.12,0.056,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,0.03,0.03469,0.0375,0.04,0.04,0.035,0.038,0.5051,0.38799999999999996,,,,,0.3694946941008079,0.475,0.3565,,,0.032,0.03545,0.038,0.04125,0.04,0.037000000000000005,0.0365,0.5013000000000001,0.37200000000000005,,,,0.3946,0.4755,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3085,0.318,0.325,0.33,0.33299999999999996,0.34,0.34,,,,,0.325,0.33549999999999996,,,77.7,80.26026080088,83.78872789506799,86.60483337139537,89.95,93.4,109.85,,,,,83.78872789506799,121.5,,,,,,,-2000.0,-1785.0,,,0.09757845540760686,0.0395,0.0125,,,,,-0.1175,0.05055591909025406,0.024998635563419903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,0.032,0.035,0.04,0.040999999999999995,0.0375,0.039,0.035,0.521,0.37549999999999994,,,,,0.358,0.489,0.359,,,0.0335,0.038,0.04125,0.040999999999999995,0.0387456,0.04,0.036000000000000004,0.5095000000000001,0.355,,,,0.38299999999999995,0.4824,0.3685,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.33,0.3422,0.34,0.35,0.36,0.358,,,,,0.33,0.35,,,80.6,84.0,88.0520272799999,91.3,94.5,97.98,117.4,,,,,84.0,125.0,,,,,,,-1949.0,-1787.24,,,0.105,0.029,0.012,,,,,-0.116,0.0454293809472123,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,
